Documents,,,,,,
device_type,document_type,category,sub_folder,file_url,isFolder,folder
"Contact_ControlCleanerandLubricant,Aerosol","Contact_ControlCleanerandLubricant,Aerosol","Contact_ControlCleanerandLubricant,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Contact_ControlCleanerandLubricant,Aerosol.pdf",False,Website PDFs
"Copper,TNT+860,0.1-8.0mg_L","Copper,TNT+860,0.1-8.0mg_L","Copper,TNT+860,0.1-8.0mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Copper,TNT+860,0.1-8.0mg_L.pdf",False,Website PDFs
Copper,Copper,Copper,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Copper.pdf,False,Website PDFs
Consumerfireworkspowder,Consumerfireworkspowder,Consumerfireworkspowder,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Consumerfireworkspowder.pdf,False,Website PDFs
CompressorLubricant,CompressorLubricant,CompressorLubricant,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CompressorLubricant.pdf,False,Website PDFs
Copperc.p.Lightturnings,Copperc.p.Lightturnings,Copperc.p.Lightturnings,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Copperc.p.Lightturnings.pdf,False,Website PDFs
Coppercyanide,Coppercyanide,Coppercyanide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Coppercyanide.pdf,False,Website PDFs
Copperslugs,Copperslugs,Copperslugs,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Copperslugs.pdf,False,Website PDFs
Coppersulfate,Coppersulfate,Coppersulfate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Coppersulfate.pdf,False,Website PDFs
Cotinine,Cotinine,Cotinine,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Cotinine.pdf,False,Website PDFs
CYCLOHEXANE,CYCLOHEXANE,CYCLOHEXANE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CYCLOHEXANE.pdf,False,Website PDFs
Cresylvioletacetate,Cresylvioletacetate,Cresylvioletacetate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Cresylvioletacetate.pdf,False,Website PDFs
Cyclohexanone,Cyclohexanone,Cyclohexanone,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Cyclohexanone.pdf,False,Website PDFs
CyclohexanoneSolution,CyclohexanoneSolution,CyclohexanoneSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CyclohexanoneSolution.pdf,False,Website PDFs
DapClearFlexibleSealant,DapClearFlexibleSealant,DapClearFlexibleSealant,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DapClearFlexibleSealant.pdf,False,Website PDFs
"De-icer,Aerosol","De-icer,Aerosol","De-icer,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/De-icer,Aerosol.pdf",False,Website PDFs
"Decachlorobiphenyl,200ug_mL","Decachlorobiphenyl,200ug_mL","Decachlorobiphenyl,200ug_mL",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Decachlorobiphenyl,200ug_mL.pdf",False,Website PDFs
DenatoniumBenzoateSolution_SDS,DenatoniumBenzoateSolution_SDS,DenatoniumBenzoateSolution_SDS,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DenatoniumBenzoateSolution_SDS.pdf,False,Website PDFs
"Diazald,N-Methyl-N-(p-tolylsulfonyl)nitrosamide","Diazald,N-Methyl-N-(p-tolylsulfonyl)nitrosamide","Diazald,N-Methyl-N-(p-tolylsulfonyl)nitrosamide",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Diazald,N-Methyl-N-(p-tolylsulfonyl)nitrosamide.pdf",False,Website PDFs
DentaturedAlcohol,DentaturedAlcohol,DentaturedAlcohol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DentaturedAlcohol.pdf,False,Website PDFs
Dichlorobenzenepdf,Dichlorobenzenepdf,Dichlorobenzenepdf,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Dichlorobenzenepdf.pdf,False,Website PDFs
"DielectricGrease,Aerosol","DielectricGrease,Aerosol","DielectricGrease,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DielectricGrease,Aerosol.pdf",False,Website PDFs
Diesel,Diesel,Diesel,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Diesel.pdf,False,Website PDFs
DielectricGrease,DielectricGrease,DielectricGrease,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DielectricGrease.pdf,False,Website PDFs
DieselConditionerandAnti-Gel,DieselConditionerandAnti-Gel,DieselConditionerandAnti-Gel,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DieselConditionerandAnti-Gel.pdf,False,Website PDFs
DieselExhaustFluid(DEF),DieselExhaustFluid(DEF),DieselExhaustFluid(DEF),Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DieselExhaustFluid(DEF).pdf,False,Website PDFs
DiethylMalonate,DiethylMalonate,DiethylMalonate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DiethylMalonate.pdf,False,Website PDFs
Diglyme,Diglyme,Diglyme,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Diglyme.pdf,False,Website PDFs
DioxinPEM,DioxinPEM,DioxinPEM,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DioxinPEM.pdf,False,Website PDFs
"Disk,DrumBrake,andWheelBearingGrease","Disk,DrumBrake,andWheelBearingGrease","Disk,DrumBrake,andWheelBearingGrease",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Disk,DrumBrake,andWheelBearingGrease.pdf",False,Website PDFs
DissolvedOxygen3PowderPillows,DissolvedOxygen3PowderPillows,DissolvedOxygen3PowderPillows,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DissolvedOxygen3PowderPillows.pdf,False,Website PDFs
DragerTubeNonDangerousGoods,DragerTubeNonDangerousGoods,DragerTubeNonDangerousGoods,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DragerTubeNonDangerousGoods.pdf,False,Website PDFs
Drano,Drano,Drano,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Drano.pdf,False,Website PDFs
DryNeutrilizerforBases(Caustics),DryNeutrilizerforBases(Caustics),DryNeutrilizerforBases(Caustics),Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/DryNeutrilizerforBases(Caustics).pdf,False,Website PDFs
"EngineDegreaser,Aerosol","EngineDegreaser,Aerosol","EngineDegreaser,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/EngineDegreaser,Aerosol.pdf",False,Website PDFs
Epoxy,Epoxy,Epoxy,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Epoxy.PDF,False,Website PDFs
Ethanol,Ethanol,Ethanol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Ethanol.pdf,False,Website PDFs
Ether,Ether,Ether,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Ether.pdf,False,Website PDFs
Ethylbenzene,Ethylbenzene,Ethylbenzene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Ethylbenzene.pdf,False,Website PDFs
ETHYLENEGLYCOL,ETHYLENEGLYCOL,ETHYLENEGLYCOL,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ETHYLENEGLYCOL.pdf,False,Website PDFs
FerricChloride-SulfuricAcidSolution,FerricChloride-SulfuricAcidSolution,FerricChloride-SulfuricAcidSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/FerricChloride-SulfuricAcidSolution.pdf,False,Website PDFs
Ferrousammoniumsulfate,Ferrousammoniumsulfate,Ferrousammoniumsulfate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Ferrousammoniumsulfate.pdf,False,Website PDFs
Eyewashsolution,Eyewashsolution,Eyewashsolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Eyewashsolution.pdf,False,Website PDFs
FerrousSulfate,FerrousSulfate,FerrousSulfate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/FerrousSulfate.pdf,False,Website PDFs
FinquelMS-222(TricaineMethanesulfonate),FinquelMS-222(TricaineMethanesulfonate),FinquelMS-222(TricaineMethanesulfonate),Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/FinquelMS-222(TricaineMethanesulfonate).pdf,False,Website PDFs
"Fix-A-Flat,Aerosol","Fix-A-Flat,Aerosol","Fix-A-Flat,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Fix-A-Flat,Aerosol.pdf",False,Website PDFs
FK300SpecialRespiratorCleanerPlus,FK300SpecialRespiratorCleanerPlus,FK300SpecialRespiratorCleanerPlus,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/FK300SpecialRespiratorCleanerPlus.pdf,False,Website PDFs
FogprufLensSolution,FogprufLensSolution,FogprufLensSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/FogprufLensSolution.pdf,False,Website PDFs
FluorescentLamps,FluorescentLamps,FluorescentLamps,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/FluorescentLamps.pdf,False,Website PDFs
Formaldehyde,Formaldehyde,Formaldehyde,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Formaldehyde.pdf,False,Website PDFs
FuelStabilizer,FuelStabilizer,FuelStabilizer,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/FuelStabilizer.pdf,False,Website PDFs
Freon113,Freon113,Freon113,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Freon113.pdf,False,Website PDFs
Gasoline,Gasoline,Gasoline,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Gasoline.pdf,False,Website PDFs
"GastAH255B,Aerosol","GastAH255B,Aerosol","GastAH255B,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GastAH255B,Aerosol.pdf",False,Website PDFs
"GastAH255D,Aerosol","GastAH255D,Aerosol","GastAH255D,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GastAH255D,Aerosol.pdf",False,Website PDFs
GeneralPurposeSilicone,GeneralPurposeSilicone,GeneralPurposeSilicone,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GeneralPurposeSilicone.pdf,False,Website PDFs
GlacialAceticAcid_01,GlacialAceticAcid_01,GlacialAceticAcid_01,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GlacialAceticAcid_01.pdf,False,Website PDFs
"GlassCleaner,Aerosol","GlassCleaner,Aerosol","GlassCleaner,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GlassCleaner,Aerosol.pdf",False,Website PDFs
"GlassVial,40mL.VOA,SodiumBisulfatePreservative","GlassVial,40mL.VOA,SodiumBisulfatePreservative","GlassVial,40mL.VOA,SodiumBisulfatePreservative",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GlassVial,40mL.VOA,SodiumBisulfatePreservative.pdf",False,Website PDFs
Glycerol,Glycerol,Glycerol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Glycerol.pdf,False,Website PDFs
"GoalZero400-Wet,NonspillableBattery","GoalZero400-Wet,NonspillableBattery","GoalZero400-Wet,NonspillableBattery",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GoalZero400-Wet,NonspillableBattery.pdf",False,Website PDFs
GoalZero1500x-150-c85a_Li-IonBattery,GoalZero1500x-150-c85a_Li-IonBattery,GoalZero1500x-150-c85a_Li-IonBattery,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GoalZero1500x-150-c85a_Li-IonBattery.pdf,False,Website PDFs
GoofOff,GoofOff,GoofOff,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GoofOff.pdf,False,Website PDFs
"GooGone,Citrus","GooGone,Citrus","GooGone,Citrus",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GooGone,Citrus.pdf",False,Website PDFs
Graphite,Graphite,Graphite,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Graphite.pdf,False,Website PDFs
GraphiteLubricant,GraphiteLubricant,GraphiteLubricant,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GraphiteLubricant.pdf,False,Website PDFs
HapsiteBatteryPack,HapsiteBatteryPack,HapsiteBatteryPack,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HapsiteBatteryPack.pdf,False,Website PDFs
GunPowder,GunPowder,GunPowder,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/GunPowder.pdf,False,Website PDFs
HCBTEXMix,HCBTEXMix,HCBTEXMix,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HCBTEXMix.pdf,False,Website PDFs
Hexane,Hexane,Hexane,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Hexane.pdf,False,Website PDFs
HerculinerTruckBedLiner,HerculinerTruckBedLiner,HerculinerTruckBedLiner,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HerculinerTruckBedLiner.PDF,False,Website PDFs
Heet,Heet,Heet,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Heet.pdf,False,Website PDFs
Hexavalentchromium,Hexavalentchromium,Hexavalentchromium,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Hexavalentchromium.pdf,False,Website PDFs
HI7020RedoxSolutionforPlatinumandGoldElectrodes,HI7020RedoxSolutionforPlatinumandGoldElectrodes,HI7020RedoxSolutionforPlatinumandGoldElectrodes,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HI7020RedoxSolutionforPlatinumandGoldElectrodes.pdf,False,Website PDFs
HouseholdLye,HouseholdLye,HouseholdLye,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HouseholdLye.pdf,False,Website PDFs
HW4005Agri-ScreenPesticideDetection,HW4005Agri-ScreenPesticideDetection,HW4005Agri-ScreenPesticideDetection,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HW4005Agri-ScreenPesticideDetection.pdf,False,Website PDFs
HydraulicJackOil,HydraulicJackOil,HydraulicJackOil,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HydraulicJackOil.PDF,False,Website PDFs
Hydrazine,Hydrazine,Hydrazine,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Hydrazine.pdf,False,Website PDFs
HYDROBROMIC-ACID,HYDROBROMIC-ACID,HYDROBROMIC-ACID,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HYDROBROMIC-ACID.pdf,False,Website PDFs
Hydriodic_acid,Hydriodic_acid,Hydriodic_acid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Hydriodic_acid.pdf,False,Website PDFs
HYDROCHLORICACID,HYDROCHLORICACID,HYDROCHLORICACID,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HYDROCHLORICACID.pdf,False,Website PDFs
HYDROFLUORIC-ACID,HYDROFLUORIC-ACID,HYDROFLUORIC-ACID,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HYDROFLUORIC-ACID.pdf,False,Website PDFs
"Hydrogen,Compressed","Hydrogen,Compressed","Hydrogen,Compressed",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Hydrogen,Compressed.pdf",False,Website PDFs
"HydrogenCyanideCalibrationGas,10ppm,balanceN2","HydrogenCyanideCalibrationGas,10ppm,balanceN2","HydrogenCyanideCalibrationGas,10ppm,balanceN2",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HydrogenCyanideCalibrationGas,10ppm,balanceN2.pdf",False,Website PDFs
Hydrogengas,Hydrogengas,Hydrogengas,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Hydrogengas.pdf,False,Website PDFs
HydrogenPeroxide,HydrogenPeroxide,HydrogenPeroxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HydrogenPeroxide.pdf,False,Website PDFs
HydrogenSulfide,HydrogenSulfide,HydrogenSulfide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/HydrogenSulfide.pdf,False,Website PDFs
"InternalStandard,Bromopentafluorobenezene","InternalStandard,Bromopentafluorobenezene","InternalStandard,Bromopentafluorobenezene",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/InternalStandard,Bromopentafluorobenezene.pdf",False,Website PDFs
"InternalStandard,Chlorobenzene","InternalStandard,Chlorobenzene","InternalStandard,Chlorobenzene",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/InternalStandard,Chlorobenzene.pdf",False,Website PDFs
IodineCrystals,IodineCrystals,IodineCrystals,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/IodineCrystals.pdf,False,Website PDFs
"Iron,TNT+858,0.2-6.0mg_L","Iron,TNT+858,0.2-6.0mg_L","Iron,TNT+858,0.2-6.0mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Iron,TNT+858,0.2-6.0mg_L.pdf",False,Website PDFs
IsobutyleneCalibrationGas,IsobutyleneCalibrationGas,IsobutyleneCalibrationGas,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/IsobutyleneCalibrationGas.pdf,False,Website PDFs
IsopropylAlcohol70%.pdf-Shortcut,IsopropylAlcohol70%.pdf-Shortcut,IsopropylAlcohol70%.pdf-Shortcut,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/IsopropylAlcohol70%25.pdf-Shortcut.lnk,False,Website PDFs
IsopropylAlcohol,IsopropylAlcohol,IsopropylAlcohol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/IsopropylAlcohol.pdf,False,Website PDFs
IsopropylAlcohol99.8%,IsopropylAlcohol99.8%,IsopropylAlcohol99.8%,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/IsopropylAlcohol99.8%25.pdf,False,Website PDFs
J-B-Weld,J-B-Weld,J-B-Weld,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/J-B-Weld.pdf,False,Website PDFs
