Documents,,,,,,
device_type,document_type,category,sub_folder,file_url,isFolder,folder
AntifreezeCoolant(EthyleneGlycol),AntifreezeCoolant(EthyleneGlycol),AntifreezeCoolant(EthyleneGlycol),Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/AntifreezeCoolant(EthyleneGlycol).pdf,False,Website PDFs
Aquaseal+HDRepairAdhesiveandCureAccelerator,Aquaseal+HDRepairAdhesiveandCureAccelerator,Aquaseal+HDRepairAdhesiveandCureAccelerator,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Aquaseal+HDRepairAdhesiveandCureAccelerator.pdf,False,Website PDFs
"Aquasep,Potablewaterpreservative","Aquasep,Potablewaterpreservative","Aquasep,Potablewaterpreservative",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Aquasep,Potablewaterpreservative.pdf",False,Website PDFs
"Aroclor1016inOil,500mg_kg","Aroclor1016inOil,500mg_kg","Aroclor1016inOil,500mg_kg",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Aroclor1016inOil,500mg_kg.pdf",False,Website PDFs
"Aroclor1016inOil,50mg_kg","Aroclor1016inOil,50mg_kg","Aroclor1016inOil,50mg_kg",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Aroclor1016inOil,50mg_kg.pdf",False,Website PDFs
Arsenic(III)Oxide,Arsenic(III)Oxide,Arsenic(III)Oxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Arsenic(III)Oxide.pdf,False,Website PDFs
ARSENIC,ARSENIC,ARSENIC,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ARSENIC.pdf,False,Website PDFs
ArsenicTestKit_01,ArsenicTestKit_01,ArsenicTestKit_01,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ArsenicTestKit_01.pdf,False,Website PDFs
ArsenicTestKit_02,ArsenicTestKit_02,ArsenicTestKit_02,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ArsenicTestKit_02.pdf,False,Website PDFs
ArsenicTestKit_03,ArsenicTestKit_03,ArsenicTestKit_03,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ArsenicTestKit_03.pdf,False,Website PDFs
ArsenicTestKit_05,ArsenicTestKit_05,ArsenicTestKit_05,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ArsenicTestKit_05.pdf,False,Website PDFs
ArsenicTestKit_04,ArsenicTestKit_04,ArsenicTestKit_04,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ArsenicTestKit_04.pdf,False,Website PDFs
ArsenicTestKit_06,ArsenicTestKit_06,ArsenicTestKit_06,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ArsenicTestKit_06.pdf,False,Website PDFs
ArsenicTrioxide,ArsenicTrioxide,ArsenicTrioxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ArsenicTrioxide.pdf,False,Website PDFs
Arsine,Arsine,Arsine,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Arsine.pdf,False,Website PDFs
Asbestos-Amosite,Asbestos-Amosite,Asbestos-Amosite,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Asbestos-Amosite.pdf,False,Website PDFs
AscorbicAcid,AscorbicAcid,AscorbicAcid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/AscorbicAcid.pdf,False,Website PDFs
ATPReagentSet,ATPReagentSet,ATPReagentSet,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ATPReagentSet.pdf,False,Website PDFs
AutoCalibrationSolution(HOR100-4),AutoCalibrationSolution(HOR100-4),AutoCalibrationSolution(HOR100-4),Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/AutoCalibrationSolution(HOR100-4).pdf,False,Website PDFs
"AutomotiveProtectant,Liquid","AutomotiveProtectant,Liquid","AutomotiveProtectant,Liquid",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/AutomotiveProtectant,Liquid.pdf",False,Website PDFs
AutomaticTransmissionFluid,AutomaticTransmissionFluid,AutomaticTransmissionFluid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/AutomaticTransmissionFluid.pdf,False,Website PDFs
BakkenCrudeOil,BakkenCrudeOil,BakkenCrudeOil,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BakkenCrudeOil.pdf,False,Website PDFs
Azoviolet,Azoviolet,Azoviolet,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Azoviolet.pdf,False,Website PDFs
"BatteryCleaner,Aersol","BatteryCleaner,Aersol","BatteryCleaner,Aersol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BatteryCleaner,Aersol.pdf",False,Website PDFs
"BatteryTerminalProtector,Aerosol","BatteryTerminalProtector,Aerosol","BatteryTerminalProtector,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BatteryTerminalProtector,Aerosol.pdf",False,Website PDFs
Benzene,Benzene,Benzene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Benzene.pdf,False,Website PDFs
BearSpray,BearSpray,BearSpray,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BearSpray.pdf,False,Website PDFs
BenzeneRAE-SEPTubes,BenzeneRAE-SEPTubes,BenzeneRAE-SEPTubes,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BenzeneRAE-SEPTubes.pdf,False,Website PDFs
"BenzeneCalibrationGas,5ppm,balanceair","BenzeneCalibrationGas,5ppm,balanceair","BenzeneCalibrationGas,5ppm,balanceair",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BenzeneCalibrationGas,5ppm,balanceair.pdf",False,Website PDFs
Biodiesel,Biodiesel,Biodiesel,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Biodiesel.pdf,False,Website PDFs
BleachWipe-6x10.5in,BleachWipe-6x10.5in,BleachWipe-6x10.5in,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BleachWipe-6x10.5in.pdf,False,Website PDFs
Bleach,Bleach,Bleach,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Bleach.pdf,False,Website PDFs
"BoltBreakerSuperPenetrant,Aerosol","BoltBreakerSuperPenetrant,Aerosol","BoltBreakerSuperPenetrant,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BoltBreakerSuperPenetrant,Aerosol.pdf",False,Website PDFs
BoricAcidNF,BoricAcidNF,BoricAcidNF,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BoricAcidNF.pdf,False,Website PDFs
BouyantSmokeSignal,BouyantSmokeSignal,BouyantSmokeSignal,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BouyantSmokeSignal.pdf,False,Website PDFs
BrakeFluid,BrakeFluid,BrakeFluid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BrakeFluid.pdf,False,Website PDFs
"BrakeCleaner,Aersol","BrakeCleaner,Aersol","BrakeCleaner,Aersol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BrakeCleaner,Aersol.pdf",False,Website PDFs
BromanatingTablets,BromanatingTablets,BromanatingTablets,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BromanatingTablets.pdf,False,Website PDFs
BrushKillerHerbacide,BrushKillerHerbacide,BrushKillerHerbacide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BrushKillerHerbacide.pdf,False,Website PDFs
BufferPowderCitrateType,BufferPowderCitrateType,BufferPowderCitrateType,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BufferPowderCitrateType.pdf,False,Website PDFs
BugandTarRemover,BugandTarRemover,BugandTarRemover,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BugandTarRemover.pdf,False,Website PDFs
"BufferSolution,Hardness1(pH10.1)","BufferSolution,Hardness1(pH10.1)","BufferSolution,Hardness1(pH10.1)",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BufferSolution,Hardness1(pH10.1).pdf",False,Website PDFs
BunkerFuel,BunkerFuel,BunkerFuel,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/BunkerFuel.pdf,False,Website PDFs
"ButaneFuel,CompressedGas","ButaneFuel,CompressedGas","ButaneFuel,CompressedGas",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ButaneFuel,CompressedGas.pdf",False,Website PDFs
CADMIUM-METAL,CADMIUM-METAL,CADMIUM-METAL,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CADMIUM-METAL.pdf,False,Website PDFs
"Cadmium,TNT+852,0.02-0.3mg_L","Cadmium,TNT+852,0.02-0.3mg_L","Cadmium,TNT+852,0.02-0.3mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Cadmium,TNT+852,0.02-0.3mg_L.pdf",False,Website PDFs
CadmiumNitrate,CadmiumNitrate,CadmiumNitrate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CadmiumNitrate.pdf,False,Website PDFs
CalciumCarbonate,CalciumCarbonate,CalciumCarbonate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalciumCarbonate.pdf,False,Website PDFs
CalciumCarbide,CalciumCarbide,CalciumCarbide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalciumCarbide.pdf,False,Website PDFs
CalciumChlorate,CalciumChlorate,CalciumChlorate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalciumChlorate.pdf,False,Website PDFs
CalciumChloride,CalciumChloride,CalciumChloride,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalciumChloride.pdf,False,Website PDFs
CalciumGluconateGel,CalciumGluconateGel,CalciumGluconateGel,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalciumGluconateGel.pdf,False,Website PDFs
CalciumHypochlorite,CalciumHypochlorite,CalciumHypochlorite,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalciumHypochlorite.pdf,False,Website PDFs
CalciumOxide,CalciumOxide,CalciumOxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalciumOxide.pdf,False,Website PDFs
CalibrationMix#1,CalibrationMix#1,CalibrationMix#1,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CalibrationMix%231.pdf,False,Website PDFs
CannedCookingFuel,CannedCookingFuel,CannedCookingFuel,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CannedCookingFuel.pdf,False,Website PDFs
CarbonBlack,CarbonBlack,CarbonBlack,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CarbonBlack.pdf,False,Website PDFs
CarbarylSevin,CarbarylSevin,CarbarylSevin,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CarbarylSevin.PDF,False,Website PDFs
CarbonMonoxideCalibrationGas,CarbonMonoxideCalibrationGas,CarbonMonoxideCalibrationGas,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CarbonMonoxideCalibrationGas.pdf,False,Website PDFs
CarbonTetrachlorideStandard-200ug_mL,CarbonTetrachlorideStandard-200ug_mL,CarbonTetrachlorideStandard-200ug_mL,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CarbonTetrachlorideStandard-200ug_mL.pdf,False,Website PDFs
CarbonTetrachlorideStandard,CarbonTetrachlorideStandard,CarbonTetrachlorideStandard,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CarbonTetrachlorideStandard.pdf,False,Website PDFs
"CarburetorCleaner,Aerosol","CarburetorCleaner,Aerosol","CarburetorCleaner,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CarburetorCleaner,Aerosol.pdf",False,Website PDFs
"CarrierGas,Nitrogen","CarrierGas,Nitrogen","CarrierGas,Nitrogen",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CarrierGas,Nitrogen.pdf",False,Website PDFs
CastorSeed,CastorSeed,CastorSeed,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CastorSeed.pdf,False,Website PDFs
Chloranilicacid,Chloranilicacid,Chloranilicacid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chloranilicacid.pdf,False,Website PDFs
"Chlorine,TNT+866,0.05-2.0mg_L","Chlorine,TNT+866,0.05-2.0mg_L","Chlorine,TNT+866,0.05-2.0mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chlorine,TNT+866,0.05-2.0mg_L.pdf",False,Website PDFs
Chlordane,Chlordane,Chlordane,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chlordane.pdf,False,Website PDFs
ChlorineCalibrationGas,ChlorineCalibrationGas,ChlorineCalibrationGas,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ChlorineCalibrationGas.pdf,False,Website PDFs
ChloroamineT,ChloroamineT,ChloroamineT,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ChloroamineT.pdf,False,Website PDFs
Chloroform,Chloroform,Chloroform,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chloroform.pdf,False,Website PDFs
Chlorobenzene-d5Standard,Chlorobenzene-d5Standard,Chlorobenzene-d5Standard,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chlorobenzene-d5Standard.pdf,False,Website PDFs
ChloroformDetectorTube2-10ppm,ChloroformDetectorTube2-10ppm,ChloroformDetectorTube2-10ppm,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ChloroformDetectorTube2-10ppm.pdf,False,Website PDFs
Chloromethane,Chloromethane,Chloromethane,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chloromethane.pdf,False,Website PDFs
chromic-acid,chromic-acid,chromic-acid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/chromic-acid.pdf,False,Website PDFs
CHROMIUM-II--CHLORIDE,CHROMIUM-II--CHLORIDE,CHROMIUM-II--CHLORIDE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CHROMIUM-II--CHLORIDE.pdf,False,Website PDFs
"Chromium,TNT+854,0.1-2.0mg_L","Chromium,TNT+854,0.1-2.0mg_L","Chromium,TNT+854,0.1-2.0mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chromium,TNT+854,0.1-2.0mg_L.pdf",False,Website PDFs
CHROMIUM-III--CHLORIDE,CHROMIUM-III--CHLORIDE,CHROMIUM-III--CHLORIDE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/CHROMIUM-III--CHLORIDE.pdf,False,Website PDFs
Chromium,Chromium,Chromium,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Chromium.pdf,False,Website PDFs
ChromiumVI,ChromiumVI,ChromiumVI,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ChromiumVI.pdf,False,Website PDFs
